away_score,clear_chances,corners,data_source,date,fotmob_match_id,fouls,ground_duels_won,ground_duels_won_pct,home_score,last_updated,match_id,opposition_half_passes,possession_pct,red_cards,shots_on_target,status,successful_dribbles,successful_dribbles_pct,team,team_id,total_shots,touches_in_opposition_box,utc_time,xg
1,0.0,8.0,fotmob-parse-bot,2026-06-27,4667795,11.0,41.0,50.0,1,2026-06-28,62,242.0,61.0,0.0,3.0,Completed,10.0,50.0,Egypt,26,15.0,28.0,2026-06-27T03:00:00.000Z,0.81
1,4.0,2.0,fotmob-parse-bot,2026-06-27,4667795,16.0,41.0,50.0,1,2026-06-28,62,119.0,39.0,0.0,4.0,Completed,8.0,53.0,Iran,27,13.0,24.0,2026-06-27T03:00:00.000Z,1.94
1,1.0,1.0,fotmob-parse-bot,2026-06-27,4667802,14.0,46.0,53.0,0,2026-06-28,63,125.0,33.0,1.0,1.0,Completed,7.0,47.0,Uruguay,32,5.0,12.0,2026-06-27T00:00:00.000Z,0.2
1,1.0,6.0,fotmob-parse-bot,2026-06-27,4667802,14.0,40.0,47.0,0,2026-06-28,63,226.0,67.0,0.0,1.0,Completed,10.0,45.0,Spain,29,6.0,19.0,2026-06-27T00:00:00.000Z,0.86
0,1.0,4.0,fotmob-parse-bot,2026-06-27,4667803,10.0,41.0,48.0,0,2026-06-28,64,186.0,51.0,0.0,2.0,Completed,10.0,43.0,Cape Verde,30,15.0,18.0,2026-06-27T00:00:00.000Z,1.52
0,1.0,2.0,fotmob-parse-bot,2026-06-27,4667803,16.0,45.0,52.0,0,2026-06-28,64,165.0,49.0,0.0,3.0,Completed,6.0,46.0,Saudi Arabia,31,7.0,20.0,2026-06-27T00:00:00.000Z,0.4
4,4.0,4.0,fotmob-parse-bot,2026-06-26,4667808,9.0,35.0,53.0,1,2026-06-28,65,144.0,43.0,0.0,4.0,Completed,7.0,54.0,Norway,36,10.0,26.0,2026-06-26T19:00:00.000Z,1.7
4,3.0,5.0,fotmob-parse-bot,2026-06-26,4667808,11.0,31.0,47.0,1,2026-06-28,65,284.0,57.0,0.0,9.0,Completed,7.0,41.0,France,33,18.0,31.0,2026-06-26T19:00:00.000Z,1.5
0,5.0,12.0,fotmob-parse-bot,2026-06-26,4667809,10.0,30.0,45.0,5,2026-06-28,66,368.0,69.0,0.0,12.0,Completed,8.0,33.0,Senegal,34,28.0,51.0,2026-06-26T19:00:00.000Z,3.01
0,0.0,3.0,fotmob-parse-bot,2026-06-26,4667809,11.0,37.0,55.0,5,2026-06-28,66,60.0,31.0,1.0,1.0,Completed,8.0,62.0,Iraq,35,6.0,5.0,2026-06-26T19:00:00.000Z,0.14
3,1.0,2.0,fotmob-parse-bot,2026-06-28,4667816,13.0,32.0,52.0,1,2026-06-28,67,101.0,27.0,0.0,1.0,Completed,9.0,56.0,Jordan,40,5.0,4.0,2026-06-28T02:00:00.000Z,0.76
3,3.0,6.0,fotmob-parse-bot,2026-06-28,4667816,7.0,29.0,48.0,1,2026-06-28,67,367.0,73.0,0.0,4.0,Completed,3.0,33.0,Argentina,37,12.0,15.0,2026-06-28T02:00:00.000Z,2.13
3,3.0,0.0,fotmob-parse-bot,2026-06-28,4667817,3.0,30.0,63.0,3,2026-06-28,68,401.0,65.0,0.0,5.0,Completed,13.0,68.0,Algeria,38,12.0,22.0,2026-06-28T02:00:00.000Z,1.67
3,3.0,3.0,fotmob-parse-bot,2026-06-28,4667817,7.0,18.0,38.0,3,2026-06-28,68,164.0,35.0,0.0,3.0,Completed,4.0,57.0,Austria,39,10.0,18.0,2026-06-28T02:00:00.000Z,1.49
0,2.0,5.0,fotmob-parse-bot,2026-06-27,4667823,12.0,24.0,45.0,0,2026-06-28,69,292.0,55.0,0.0,6.0,Completed,4.0,67.0,Colombia,44,24.0,34.0,2026-06-27T23:30:00.000Z,1.7
0,2.0,2.0,fotmob-parse-bot,2026-06-27,4667823,6.0,29.0,55.0,0,2026-06-28,69,203.0,45.0,0.0,2.0,Completed,8.0,50.0,Portugal,41,13.0,13.0,2026-06-27T23:30:00.000Z,0.93
1,3.0,2.0,fotmob-parse-bot,2026-06-27,4667824,6.0,46.0,53.0,3,2026-06-28,70,197.0,58.0,0.0,4.0,Completed,11.0,48.0,DR Congo,42,19.0,30.0,2026-06-27T23:30:00.000Z,2.18
1,0.0,4.0,fotmob-parse-bot,2026-06-27,4667824,16.0,40.0,47.0,3,2026-06-28,70,141.0,42.0,0.0,1.0,Completed,5.0,31.0,Uzbekistan,43,3.0,7.0,2026-06-27T23:30:00.000Z,0.2
2,0.0,3.0,fotmob-parse-bot,2026-06-27,4667829,16.0,32.0,42.0,0,2026-06-28,71,62.0,33.0,0.0,2.0,Completed,6.0,40.0,Panama,48,13.0,14.0,2026-06-27T21:00:00.000Z,0.66
2,4.0,7.0,fotmob-parse-bot,2026-06-27,4667829,13.0,44.0,58.0,0,2026-06-28,71,291.0,67.0,0.0,6.0,Completed,10.0,56.0,England,45,17.0,39.0,2026-06-27T21:00:00.000Z,1.56
1,0.0,3.0,fotmob-parse-bot,2026-06-27,4667830,9.0,34.0,54.0,2,2026-06-28,72,194.0,53.0,0.0,4.0,Completed,7.0,54.0,Croatia,46,8.0,9.0,2026-06-27T21:00:00.000Z,0.42
1,2.0,2.0,fotmob-parse-bot,2026-06-27,4667830,13.0,29.0,46.0,2,2026-06-28,72,151.0,47.0,0.0,1.0,Completed,8.0,44.0,Ghana,47,6.0,9.0,2026-06-27T21:00:00.000Z,0.64
