away_score,clear_chances,corners,data_source,date,fotmob_match_id,fouls,ground_duels_won,ground_duels_won_pct,home_score,last_updated,match_id,opposition_half_passes,possession_pct,red_cards,shots_on_target,status,successful_dribbles,successful_dribbles_pct,team,team_id,total_shots,touches_in_opposition_box,utc_time,xg
1,2.0,3.0,fotmob-parse-bot,2026-06-25,4667781,15.0,45.0,52.0,2,2026-06-28,57,185.0,39.0,0.0,3.0,Completed,9.0,47.0,Ecuador,20,7.0,18.0,2026-06-25T20:00:00.000Z,1.27
1,2.0,2.0,fotmob-parse-bot,2026-06-25,4667781,10.0,41.0,48.0,2,2026-06-28,57,276.0,61.0,0.0,3.0,Completed,7.0,32.0,Germany,17,11.0,20.0,2026-06-25T20:00:00.000Z,0.65
2,0.0,4.0,fotmob-parse-bot,2026-06-25,4667782,11.0,35.0,50.0,0,2026-06-28,58,112.0,37.0,0.0,2.0,Completed,12.0,71.0,Curacao,18,11.0,18.0,2026-06-25T20:00:00.000Z,0.5
2,3.0,6.0,fotmob-parse-bot,2026-06-25,4667782,6.0,35.0,50.0,0,2026-06-28,58,261.0,63.0,0.0,3.0,Completed,8.0,50.0,Ivory Coast,19,7.0,22.0,2026-06-25T20:00:00.000Z,1.31
3,2.0,4.0,fotmob-parse-bot,2026-06-25,4667787,11.0,29.0,55.0,1,2026-06-28,59,75.0,29.0,0.0,4.0,Completed,2.0,22.0,Tunisia,24,10.0,11.0,2026-06-25T23:00:00.000Z,0.62
3,2.0,6.0,fotmob-parse-bot,2026-06-25,4667787,10.0,24.0,45.0,1,2026-06-28,59,442.0,71.0,0.0,7.0,Completed,5.0,31.0,Netherlands,21,20.0,44.0,2026-06-25T23:00:00.000Z,1.85
1,2.0,2.0,fotmob-parse-bot,2026-06-25,4667788,20.0,30.0,51.0,1,2026-06-28,60,190.0,52.0,0.0,3.0,Completed,6.0,60.0,Japan,22,8.0,11.0,2026-06-25T23:00:00.000Z,1.21
1,1.0,8.0,fotmob-parse-bot,2026-06-25,4667788,11.0,29.0,49.0,1,2026-06-28,60,146.0,48.0,0.0,5.0,Completed,4.0,40.0,Sweden,23,11.0,13.0,2026-06-25T23:00:00.000Z,0.64
5,0.0,5.0,fotmob-parse-bot,2026-06-27,4667794,10.0,24.0,44.0,1,2026-06-28,61,150.0,45.0,0.0,2.0,Completed,8.0,67.0,New Zealand,28,6.0,6.0,2026-06-27T03:00:00.000Z,0.25
5,4.0,8.0,fotmob-parse-bot,2026-06-27,4667794,7.0,30.0,56.0,1,2026-06-28,61,275.0,55.0,0.0,10.0,Completed,7.0,64.0,Belgium,25,35.0,77.0,2026-06-27T03:00:00.000Z,3.69
