away_score,clear_chances,corners,data_source,date,fotmob_match_id,fouls,ground_duels_won,ground_duels_won_pct,home_score,last_updated,match_id,opposition_half_passes,possession_pct,red_cards,shots_on_target,status,successful_dribbles,successful_dribbles_pct,team,team_id,total_shots,touches_in_opposition_box,utc_time,xg
2,0.0,4.0,fotmob-parse-bot,2026-06-25,4667782,11.0,35.0,50.0,0,2026-07-04,58,112.0,37.0,0.0,2.0,Completed,12.0,71.0,Curacao,18,11.0,18.0,2026-06-25T20:00:00.000Z,0.5
2,3.0,6.0,fotmob-parse-bot,2026-06-25,4667782,6.0,35.0,50.0,0,2026-07-04,58,261.0,63.0,0.0,3.0,Completed,8.0,50.0,Ivory Coast,19,7.0,22.0,2026-06-25T20:00:00.000Z,1.31
3,2.0,6.0,fotmob-parse-bot,2026-06-25,4667787,10.0,24.0,45.0,1,2026-07-04,59,442.0,71.0,0.0,7.0,Completed,5.0,31.0,Netherlands,21,20.0,44.0,2026-06-25T23:00:00.000Z,1.85
3,2.0,4.0,fotmob-parse-bot,2026-06-25,4667787,11.0,29.0,55.0,1,2026-07-04,59,75.0,29.0,0.0,4.0,Completed,2.0,22.0,Tunisia,24,10.0,11.0,2026-06-25T23:00:00.000Z,0.62
1,2.0,2.0,fotmob-parse-bot,2026-06-25,4667788,20.0,30.0,51.0,1,2026-07-04,60,190.0,52.0,0.0,3.0,Completed,6.0,60.0,Japan,22,8.0,11.0,2026-06-25T23:00:00.000Z,1.21
1,1.0,8.0,fotmob-parse-bot,2026-06-25,4667788,11.0,29.0,49.0,1,2026-07-04,60,146.0,48.0,0.0,5.0,Completed,4.0,40.0,Sweden,23,11.0,13.0,2026-06-25T23:00:00.000Z,0.64
5,4.0,8.0,fotmob-parse-bot,2026-06-27,4667794,7.0,30.0,56.0,1,2026-07-04,61,275.0,55.0,0.0,10.0,Completed,7.0,64.0,Belgium,25,35.0,77.0,2026-06-27T03:00:00.000Z,3.69
5,0.0,5.0,fotmob-parse-bot,2026-06-27,4667794,10.0,24.0,44.0,1,2026-07-04,61,150.0,45.0,0.0,2.0,Completed,8.0,67.0,New Zealand,28,6.0,6.0,2026-06-27T03:00:00.000Z,0.25
1,0.0,8.0,fotmob-parse-bot,2026-06-27,4667795,11.0,41.0,50.0,1,2026-07-04,62,242.0,61.0,0.0,3.0,Completed,10.0,50.0,Egypt,26,15.0,28.0,2026-06-27T03:00:00.000Z,0.81
1,4.0,2.0,fotmob-parse-bot,2026-06-27,4667795,16.0,41.0,50.0,1,2026-07-04,62,119.0,39.0,0.0,4.0,Completed,8.0,53.0,Iran,27,13.0,24.0,2026-06-27T03:00:00.000Z,1.94
1,1.0,6.0,fotmob-parse-bot,2026-06-27,4667802,14.0,40.0,47.0,0,2026-07-04,63,226.0,67.0,0.0,1.0,Completed,10.0,45.0,Spain,29,6.0,19.0,2026-06-27T00:00:00.000Z,0.86
1,1.0,1.0,fotmob-parse-bot,2026-06-27,4667802,14.0,46.0,53.0,0,2026-07-04,63,125.0,33.0,1.0,1.0,Completed,7.0,47.0,Uruguay,32,5.0,12.0,2026-06-27T00:00:00.000Z,0.2
0,1.0,4.0,fotmob-parse-bot,2026-06-27,4667803,10.0,41.0,48.0,0,2026-07-04,64,186.0,51.0,0.0,2.0,Completed,10.0,43.0,Cape Verde,30,15.0,18.0,2026-06-27T00:00:00.000Z,1.52
0,1.0,2.0,fotmob-parse-bot,2026-06-27,4667803,16.0,45.0,52.0,0,2026-07-04,64,165.0,49.0,0.0,3.0,Completed,6.0,46.0,Saudi Arabia,31,7.0,20.0,2026-06-27T00:00:00.000Z,0.4
4,3.0,5.0,fotmob-parse-bot,2026-06-26,4667808,11.0,31.0,47.0,1,2026-07-04,65,284.0,57.0,0.0,9.0,Completed,7.0,41.0,France,33,18.0,31.0,2026-06-26T19:00:00.000Z,1.5
4,4.0,4.0,fotmob-parse-bot,2026-06-26,4667808,9.0,35.0,53.0,1,2026-07-04,65,144.0,43.0,0.0,4.0,Completed,7.0,54.0,Norway,36,10.0,26.0,2026-06-26T19:00:00.000Z,1.7
0,5.0,12.0,fotmob-parse-bot,2026-06-26,4667809,10.0,30.0,45.0,5,2026-07-04,66,368.0,69.0,0.0,12.0,Completed,8.0,33.0,Senegal,34,28.0,51.0,2026-06-26T19:00:00.000Z,3.01
0,0.0,3.0,fotmob-parse-bot,2026-06-26,4667809,11.0,37.0,55.0,5,2026-07-04,66,60.0,31.0,1.0,1.0,Completed,8.0,62.0,Iraq,35,6.0,5.0,2026-06-26T19:00:00.000Z,0.14
3,3.0,6.0,fotmob-parse-bot,2026-06-28,4667816,7.0,29.0,48.0,1,2026-07-04,67,367.0,73.0,0.0,4.0,Completed,3.0,33.0,Argentina,37,12.0,15.0,2026-06-28T02:00:00.000Z,2.13
3,1.0,2.0,fotmob-parse-bot,2026-06-28,4667816,13.0,32.0,52.0,1,2026-07-04,67,101.0,27.0,0.0,1.0,Completed,9.0,56.0,Jordan,40,5.0,4.0,2026-06-28T02:00:00.000Z,0.76
3,3.0,0.0,fotmob-parse-bot,2026-06-28,4667817,3.0,30.0,63.0,3,2026-07-04,68,401.0,65.0,0.0,5.0,Completed,13.0,68.0,Algeria,38,12.0,22.0,2026-06-28T02:00:00.000Z,1.67
3,3.0,3.0,fotmob-parse-bot,2026-06-28,4667817,7.0,18.0,38.0,3,2026-07-04,68,164.0,35.0,0.0,3.0,Completed,4.0,57.0,Austria,39,10.0,18.0,2026-06-28T02:00:00.000Z,1.49
0,2.0,2.0,fotmob-parse-bot,2026-06-27,4667823,6.0,29.0,55.0,0,2026-07-04,69,203.0,45.0,0.0,2.0,Completed,8.0,50.0,Portugal,41,13.0,13.0,2026-06-27T23:30:00.000Z,0.93
0,2.0,5.0,fotmob-parse-bot,2026-06-27,4667823,12.0,24.0,45.0,0,2026-07-04,69,292.0,55.0,0.0,6.0,Completed,4.0,67.0,Colombia,44,24.0,34.0,2026-06-27T23:30:00.000Z,1.7
1,3.0,2.0,fotmob-parse-bot,2026-06-27,4667824,6.0,46.0,53.0,3,2026-07-04,70,197.0,58.0,0.0,4.0,Completed,11.0,48.0,DR Congo,42,19.0,30.0,2026-06-27T23:30:00.000Z,2.18
1,0.0,4.0,fotmob-parse-bot,2026-06-27,4667824,16.0,40.0,47.0,3,2026-07-04,70,141.0,42.0,0.0,1.0,Completed,5.0,31.0,Uzbekistan,43,3.0,7.0,2026-06-27T23:30:00.000Z,0.2
2,4.0,7.0,fotmob-parse-bot,2026-06-27,4667829,13.0,44.0,58.0,0,2026-07-04,71,291.0,67.0,0.0,6.0,Completed,10.0,56.0,England,45,17.0,39.0,2026-06-27T21:00:00.000Z,1.56
2,0.0,3.0,fotmob-parse-bot,2026-06-27,4667829,16.0,32.0,42.0,0,2026-07-04,71,62.0,33.0,0.0,2.0,Completed,6.0,40.0,Panama,48,13.0,14.0,2026-06-27T21:00:00.000Z,0.66
1,0.0,3.0,fotmob-parse-bot,2026-06-27,4667830,9.0,34.0,54.0,2,2026-07-04,72,194.0,53.0,0.0,4.0,Completed,7.0,54.0,Croatia,46,8.0,9.0,2026-06-27T21:00:00.000Z,0.42
1,2.0,2.0,fotmob-parse-bot,2026-06-27,4667830,13.0,29.0,46.0,2,2026-07-04,72,151.0,47.0,0.0,1.0,Completed,8.0,44.0,Ghana,47,6.0,9.0,2026-06-27T21:00:00.000Z,0.64
1,0.0,1.0,fotmob-parse-bot,2026-06-28,4653705,10.0,50.0,59.0,0,2026-07-04,73,116.0,58.0,0.0,1.0,Completed,12.0,67.0,South Africa,2,6.0,8.0,2026-06-28T19:00:00.000Z,0.14
1,4.0,4.0,fotmob-parse-bot,2026-06-28,4653705,16.0,35.0,41.0,0,2026-07-04,73,169.0,42.0,0.0,7.0,Completed,7.0,33.0,Canada,5,12.0,25.0,2026-06-28T19:00:00.000Z,1.38
1,3.0,6.0,fotmob-parse-bot,2026-06-29,4653703,12.0,57.0,59.0,1,2026-07-04,74,76.0,24.0,0.0,3.0,Completed,8.0,57.0,Paraguay,14,7.0,12.0,2026-06-29T20:30:00.000Z,0.35
1,2.0,16.0,fotmob-parse-bot,2026-06-29,4653703,18.0,40.0,41.0,1,2026-07-04,74,522.0,76.0,0.0,6.0,Completed,15.0,43.0,Germany,17,21.0,43.0,2026-06-29T20:30:00.000Z,1.57
1,5.0,8.0,fotmob-parse-bot,2026-06-30,4653706,15.0,41.0,54.0,1,2026-07-04,75,431.0,70.0,0.0,5.0,Completed,8.0,38.0,Morocco,10,11.0,20.0,2026-06-30T01:00:00.000Z,1.38
1,1.0,5.0,fotmob-parse-bot,2026-06-30,4653706,18.0,35.0,46.0,1,2026-07-04,75,120.0,30.0,0.0,2.0,Completed,2.0,14.0,Netherlands,21,6.0,17.0,2026-06-30T01:00:00.000Z,0.24
1,5.0,6.0,fotmob-parse-bot,2026-06-29,4653711,4.0,28.0,60.0,2,2026-07-04,76,435.0,69.0,0.0,7.0,Completed,6.0,60.0,Brazil,9,19.0,35.0,2026-06-29T17:00:00.000Z,2.07
1,0.0,2.0,fotmob-parse-bot,2026-06-29,4653711,13.0,19.0,40.0,2,2026-07-04,76,109.0,31.0,0.0,2.0,Completed,5.0,63.0,Japan,22,5.0,10.0,2026-06-29T17:00:00.000Z,0.33
0,1.0,1.0,fotmob-parse-bot,2026-06-30,4653704,10.0,33.0,50.0,3,2026-07-04,77,118.0,39.0,0.0,3.0,Completed,7.0,64.0,Sweden,23,8.0,14.0,2026-06-30T21:00:00.000Z,0.7
0,7.0,9.0,fotmob-parse-bot,2026-06-30,4653704,14.0,33.0,50.0,3,2026-07-04,77,323.0,61.0,0.0,12.0,Completed,11.0,52.0,France,33,25.0,35.0,2026-06-30T21:00:00.000Z,3.24
2,3.0,14.0,fotmob-parse-bot,2026-06-30,4653712,6.0,38.0,60.0,1,2026-07-04,78,173.0,47.0,0.0,5.0,Completed,7.0,35.0,Ivory Coast,19,14.0,48.0,2026-06-30T17:00:00.000Z,1.49
2,4.0,3.0,fotmob-parse-bot,2026-06-30,4653712,7.0,25.0,40.0,1,2026-07-04,78,184.0,53.0,0.0,4.0,Completed,3.0,16.0,Norway,36,9.0,26.0,2026-06-30T17:00:00.000Z,1.9
0,2.0,3.0,fotmob-parse-bot,2026-07-01,4653713,10.0,28.0,50.0,2,2026-07-04,79,129.0,43.0,0.0,3.0,Completed,4.0,44.0,Mexico,1,15.0,20.0,2026-07-01T02:00:00.000Z,1.02
0,1.0,8.0,fotmob-parse-bot,2026-07-01,4653713,14.0,28.0,50.0,2,2026-07-04,79,198.0,57.0,1.0,1.0,Completed,7.0,54.0,Ecuador,20,7.0,19.0,2026-07-01T02:00:00.000Z,0.73
1,1.0,3.0,fotmob-parse-bot,2026-07-01,4653714,12.0,36.0,55.0,2,2026-07-04,80,123.0,40.0,0.0,2.0,Completed,6.0,50.0,DR Congo,42,7.0,11.0,2026-07-01T16:00:00.000Z,0.77
1,7.0,5.0,fotmob-parse-bot,2026-07-01,4653714,10.0,30.0,45.0,2,2026-07-04,80,318.0,60.0,0.0,7.0,Completed,7.0,41.0,England,45,16.0,40.0,2026-07-01T16:00:00.000Z,2.16
0,0.0,3.0,fotmob-parse-bot,2026-07-02,4653709,13.0,25.0,42.0,2,2026-07-04,81,153.0,52.0,0.0,3.0,Completed,2.0,20.0,Bosnia and Herzegovina,6,10.0,7.0,2026-07-02T00:00:00.000Z,0.25
0,1.0,4.0,fotmob-parse-bot,2026-07-02,4653709,7.0,34.0,58.0,2,2026-07-04,81,198.0,48.0,1.0,2.0,Completed,9.0,47.0,United States,13,8.0,24.0,2026-07-02T00:00:00.000Z,0.92
2,3.0,4.0,fotmob-parse-bot,2026-07-01,4653710,22.0,34.0,46.0,3,2026-07-04,82,287.0,52.0,0.0,5.0,Completed,11.0,61.0,Belgium,25,19.0,37.0,2026-07-01T20:00:00.000Z,1.74
2,6.0,2.0,fotmob-parse-bot,2026-07-01,4653710,12.0,40.0,54.0,3,2026-07-04,82,300.0,48.0,0.0,5.0,Completed,9.0,60.0,Senegal,34,19.0,30.0,2026-07-01T20:00:00.000Z,3.58
1,3.0,9.0,fotmob-parse-bot,2026-07-02,4653707,6.0,43.0,56.0,2,2026-07-04,83,317.0,60.0,0.0,3.0,Completed,12.0,48.0,Portugal,41,15.0,19.0,2026-07-02T23:00:00.000Z,2.2
1,4.0,5.0,fotmob-parse-bot,2026-07-02,4653707,12.0,34.0,44.0,2,2026-07-04,83,124.0,40.0,0.0,6.0,Completed,6.0,75.0,Croatia,46,13.0,22.0,2026-07-02T23:00:00.000Z,1.34
0,4.0,9.0,fotmob-parse-bot,2026-07-02,4653708,8.0,41.0,60.0,3,2026-07-04,84,296.0,64.0,0.0,10.0,Completed,7.0,47.0,Spain,29,23.0,51.0,2026-07-02T19:00:00.000Z,2.8
0,1.0,0.0,fotmob-parse-bot,2026-07-02,4653708,15.0,27.0,40.0,3,2026-07-04,84,88.0,36.0,0.0,0.0,Completed,5.0,31.0,Austria,39,5.0,10.0,2026-07-02T19:00:00.000Z,0.32
0,2.0,4.0,fotmob-parse-bot,2026-07-03,4653717,10.0,45.0,52.0,2,2026-07-04,85,142.0,44.0,0.0,5.0,Completed,13.0,52.0,Switzerland,8,11.0,28.0,2026-07-03T03:00:00.000Z,2.45
0,2.0,2.0,fotmob-parse-bot,2026-07-03,4653717,12.0,42.0,48.0,2,2026-07-04,85,230.0,56.0,0.0,2.0,Completed,11.0,50.0,Algeria,38,8.0,15.0,2026-07-03T03:00:00.000Z,0.74
2,0.0,8.0,fotmob-parse-bot,2026-07-03,4653715,12.0,42.0,49.0,3,2026-07-04,86,181.0,36.0,0.0,5.0,Completed,12.0,50.0,Cape Verde,30,16.0,16.0,2026-07-03T22:00:00.000Z,0.47
2,3.0,8.0,fotmob-parse-bot,2026-07-03,4653715,13.0,43.0,51.0,3,2026-07-04,86,487.0,64.0,0.0,10.0,Completed,10.0,63.0,Argentina,37,22.0,52.0,2026-07-03T22:00:00.000Z,2.26
0,5.0,3.0,fotmob-parse-bot,2026-07-04,4653718,14.0,27.0,45.0,1,2026-07-04,87,247.0,61.0,0.0,8.0,Completed,5.0,42.0,Colombia,44,20.0,19.0,2026-07-04T01:30:00.000Z,2.19
0,0.0,2.0,fotmob-parse-bot,2026-07-04,4653718,10.0,33.0,55.0,1,2026-07-04,87,129.0,39.0,0.0,0.0,Completed,6.0,55.0,Ghana,47,8.0,8.0,2026-07-04T01:30:00.000Z,0.26
1,0.0,4.0,fotmob-parse-bot,2026-07-03,4653716,12.0,34.0,49.0,1,2026-07-04,88,189.0,42.0,0.0,1.0,Completed,11.0,69.0,Australia,15,16.0,34.0,2026-07-03T18:00:00.000Z,0.84
1,3.0,7.0,fotmob-parse-bot,2026-07-03,4653716,14.0,35.0,51.0,1,2026-07-04,88,301.0,58.0,0.0,3.0,Completed,9.0,56.0,Egypt,26,14.0,30.0,2026-07-03T18:00:00.000Z,1.32
1,0.0,2.0,fotmob-parse-bot,2026-07-04,4653842,13.0,44.0,53.0,0,2026-07-08,89,44.0,24.0,0.0,0.0,Completed,4.0,29.0,Paraguay,14,5.0,4.0,2026-07-04T21:00:00.000Z,0.13
1,2.0,12.0,fotmob-parse-bot,2026-07-04,4653842,11.0,39.0,47.0,0,2026-07-08,89,367.0,76.0,0.0,5.0,Completed,15.0,50.0,France,33,15.0,25.0,2026-07-04T21:00:00.000Z,1.45
3,1.0,11.0,fotmob-parse-bot,2026-07-04,4653843,24.0,37.0,48.0,0,2026-07-08,90,156.0,45.0,0.0,3.0,Completed,5.0,50.0,Canada,5,10.0,33.0,2026-07-04T17:00:00.000Z,0.84
3,2.0,1.0,fotmob-parse-bot,2026-07-04,4653843,14.0,40.0,52.0,0,2026-07-08,90,81.0,55.0,0.0,4.0,Completed,6.0,43.0,Morocco,10,5.0,9.0,2026-07-04T17:00:00.000Z,0.82
2,5.0,5.0,fotmob-parse-bot,2026-07-05,4653846,7.0,39.0,55.0,1,2026-07-08,91,156.0,34.0,0.0,4.0,Completed,10.0,56.0,Brazil,9,14.0,33.0,2026-07-05T20:00:00.000Z,2.61
2,3.0,5.0,fotmob-parse-bot,2026-07-05,4653846,6.0,32.0,45.0,1,2026-07-08,91,341.0,66.0,0.0,5.0,Completed,12.0,60.0,Norway,36,9.0,15.0,2026-07-05T20:00:00.000Z,1.05
3,2.0,12.0,fotmob-parse-bot,2026-07-06,4653847,14.0,27.0,40.0,2,2026-07-08,92,287.0,67.0,0.0,5.0,Completed,5.0,45.0,Mexico,1,20.0,37.0,2026-07-06T01:00:00.000Z,1.88
3,3.0,2.0,fotmob-parse-bot,2026-07-06,4653847,7.0,40.0,60.0,2,2026-07-08,92,69.0,33.0,1.0,5.0,Completed,9.0,47.0,England,45,6.0,14.0,2026-07-06T01:00:00.000Z,1.61
1,3.0,7.0,fotmob-parse-bot,2026-07-06,4653844,13.0,31.0,46.0,0,2026-07-08,93,273.0,55.0,0.0,6.0,Completed,5.0,50.0,Spain,29,15.0,27.0,2026-07-06T19:00:00.000Z,1.69
1,1.0,3.0,fotmob-parse-bot,2026-07-06,4653844,9.0,36.0,54.0,0,2026-07-08,93,170.0,45.0,0.0,2.0,Completed,10.0,43.0,Portugal,41,10.0,11.0,2026-07-06T19:00:00.000Z,0.63
4,0.0,3.0,fotmob-parse-bot,2026-07-07,4653845,11.0,40.0,48.0,1,2026-07-08,94,253.0,56.0,0.0,2.0,Completed,11.0,58.0,United States,13,7.0,12.0,2026-07-07T00:00:00.000Z,0.63
4,4.0,5.0,fotmob-parse-bot,2026-07-07,4653845,9.0,43.0,52.0,1,2026-07-08,94,121.0,44.0,0.0,7.0,Completed,10.0,50.0,Belgium,25,15.0,22.0,2026-07-07T00:00:00.000Z,2.01
2,2.0,1.0,fotmob-parse-bot,2026-07-07,4653848,11.0,40.0,49.0,3,2026-07-08,95,92.0,36.0,0.0,2.0,Completed,11.0,42.0,Egypt,26,5.0,8.0,2026-07-07T16:00:00.000Z,0.89
2,6.0,6.0,fotmob-parse-bot,2026-07-07,4653848,13.0,42.0,51.0,3,2026-07-08,95,369.0,64.0,0.0,7.0,Completed,11.0,69.0,Argentina,37,19.0,34.0,2026-07-07T16:00:00.000Z,2.84
0,0.0,3.0,fotmob-parse-bot,2026-07-07,4653849,22.0,36.0,44.0,0,2026-07-08,96,217.0,53.0,0.0,2.0,Completed,4.0,27.0,Switzerland,8,7.0,18.0,2026-07-07T20:00:00.000Z,0.35
0,2.0,7.0,fotmob-parse-bot,2026-07-07,4653849,21.0,45.0,56.0,0,2026-07-08,96,175.0,47.0,0.0,3.0,Completed,9.0,60.0,Colombia,44,15.0,21.0,2026-07-07T20:00:00.000Z,1.03
